CRIME CODE DESCRIPTION,LOCATION ,LATITUDE,LONGITUDE
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.7912, -118.2633)",33.7912,-118.2633
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2084, -118.5535)",34.2084,-118.5535
ROBBERY,"(34.2575, -118.3023)",34.2575,-118.3023
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2579, -118.307)",34.2579,-118.307
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0882, -118.225)",34.0882,-118.225
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0874, -118.2251)",34.0874,-118.2251
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0884, -118.2258)",34.0884,-118.2258
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2928, -118.4144)",34.2928,-118.4144
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0909, -118.2917)",34.0909,-118.2917
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0924, -118.2917)",34.0924,-118.2917
ROBBERY,"(34.0909, -118.2917)",34.0909,-118.2917
ROBBERY,"(34.0909, -118.2878)",34.0909,-118.2878
"RAPE, FORCIBLE","(34.0146, -118.2872)",34.0146,-118.2872
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1007, -118.3494)",34.1007,-118.3494
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0617, -118.3091)",34.0617,-118.3091
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0373, -118.2043)",34.0373,-118.2043
ROBBERY,"(34.2737, -118.4117)",34.2737,-118.4117
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2737, -118.4117)",34.2737,-118.4117
ROBBERY,"(34.2737, -118.4117)",34.2737,-118.4117
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0763, -118.2917)",34.0763,-118.2917
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0444, -118.2125)",34.0444,-118.2125
ROBBERY,"(33.9782, -118.3159)",33.9782,-118.3159
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9814, -118.3089)",33.9814,-118.3089
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.205, -118.4339)",34.205,-118.4339
ROBBERY,"(34.203, -118.4389)",34.203,-118.4389
"RAPE, FORCIBLE","(34.2208, -118.5317)",34.2208,-118.5317
ROBBERY,"(34.2391, -118.5601)",34.2391,-118.5601
"RAPE, FORCIBLE","(33.9593, -118.2564)",33.9593,-118.2564
"RAPE, FORCIBLE","(34.0819, -118.2203)",34.0819,-118.2203
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.076, -118.217)",34.076,-118.217
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0806, -118.2176)",34.0806,-118.2176
ROBBERY,"(34.0806, -118.2176)",34.0806,-118.2176
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0574, -118.2747)",34.0574,-118.2747
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0602, -118.2713)",34.0602,-118.2713
"RAPE, FORCIBLE","(33.7941, -118.29)",33.7941,-118.29
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.7941, -118.29)",33.7941,-118.29
ROBBERY,"(33.7958, -118.2937)",33.7958,-118.2937
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.3082, -118.4569)",34.3082,-118.4569
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1654, -118.5186)",34.1654,-118.5186
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.038, -118.4436)",34.038,-118.4436
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2249, -118.4792)",34.2249,-118.4792
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2214, -118.4749)",34.2214,-118.4749
"RAPE, FORCIBLE","(34.2555, -118.5323)",34.2555,-118.5323
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.251, -118.5385)",34.251,-118.5385
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2282, -118.4536)",34.2282,-118.4536
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2282, -118.4575)",34.2282,-118.4575
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2282, -118.4575)",34.2282,-118.4575
ROBBERY,"(33.74, -118.313)",33.74,-118.313
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0328, -118.2121)",34.0328,-118.2121
ROBBERY,"(34.0276, -118.2146)",34.0276,-118.2146
ROBBERY,"(34.0344, -118.2111)",34.0344,-118.2111
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0323, -118.2169)",34.0323,-118.2169
ROBBERY,"(33.9556, -118.2564)",33.9556,-118.2564
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9556, -118.2695)",33.9556,-118.2695
ROBBERY,"(33.9547, -118.263)",33.9547,-118.263
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.8191, -118.3089)",33.8191,-118.3089
ROBBERY,"(34.1939, -118.5535)",34.1939,-118.5535
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9265, -118.2739)",33.9265,-118.2739
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0563, -118.2813)",34.0563,-118.2813
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0567, -118.2815)",34.0567,-118.2815
ROBBERY,"(34.0591, -118.2827)",34.0591,-118.2827
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0573, -118.2831)",34.0573,-118.2831
ROBBERY,"(33.96, -118.309)",33.96,-118.309
ROBBERY,"(33.7827, -118.2223)",33.7827,-118.2223
"RAPE, FORCIBLE","(34.0256, -118.3351)",34.0256,-118.3351
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0279, -118.343)",34.0279,-118.343
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.932, -118.2652)",33.932,-118.2652
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9373, -118.2652)",33.9373,-118.2652
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.933, -118.2652)",33.933,-118.2652
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9325, -118.2652)",33.9325,-118.2652
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9345, -118.2623)",33.9345,-118.2623
ROBBERY,"(33.9814, -118.2783)",33.9814,-118.2783
ROBBERY,"(33.9786, -118.2761)",33.9786,-118.2761
ROBBERY,"(34.0526, -118.315)",34.0526,-118.315
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0398, -118.278)",34.0398,-118.278
"RAPE, FORCIBLE","(34.0398, -118.278)",34.0398,-118.278
BURGLARY,"(34.0413, -118.2742)",34.0413,-118.2742
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0413, -118.2742)",34.0413,-118.2742
"RAPE, FORCIBLE","(34.0394, -118.2744)",34.0394,-118.2744
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1903, -118.3877)",34.1903,-118.3877
ROBBERY,"(34.1875, -118.3877)",34.1875,-118.3877
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0508, -118.2722)",34.0508,-118.2722
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0256, -118.3189)",34.0256,-118.3189
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1803, -118.5535)",34.1803,-118.5535
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1727, -118.5709)",34.1727,-118.5709
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0636, -118.3047)",34.0636,-118.3047
ARSON,"(34.0636, -118.3004)",34.0636,-118.3004
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.003, -118.2499)",34.003,-118.2499
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9994, -118.2499)",33.9994,-118.2499
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9994, -118.2499)",33.9994,-118.2499
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9975, -118.2478)",33.9975,-118.2478
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0597, -118.3053)",34.0597,-118.3053
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0607, -118.3078)",34.0607,-118.3078
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.7862, -118.2908)",33.7862,-118.2908
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0183, -118.4252)",34.0183,-118.4252
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0597, -118.2795)",34.0597,-118.2795
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0597, -118.2795)",34.0597,-118.2795
"RAPE, FORCIBLE","(34.062, -118.2804)",34.062,-118.2804
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0597, -118.2795)",34.0597,-118.2795
ROBBERY,"(34.0597, -118.2795)",34.0597,-118.2795
ROBBERY,"(34.0597, -118.2795)",34.0597,-118.2795
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0584, -118.281)",34.0584,-118.281
"RAPE, FORCIBLE","(34.2342, -118.4436)",34.2342,-118.4436
ROBBERY,"(34.2354, -118.4502)",34.2354,-118.4502
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0635, -118.2426)",34.0635,-118.2426
ROBBERY,"(34.0603, -118.2439)",34.0603,-118.2439
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0635, -118.2458)",34.0635,-118.2458
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9906, -118.3089)",33.9906,-118.3089
"RAPE, FORCIBLE","(33.9892, -118.3089)",33.9892,-118.3089
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9933, -118.3138)",33.9933,-118.3138
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9517, -118.3859)",33.9517,-118.3859
"RAPE, FORCIBLE","(33.943, -118.4035)",33.943,-118.4035
ROBBERY,"(33.7926, -118.3043)",33.7926,-118.3043
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9997, -118.2849)",33.9997,-118.2849
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9983, -118.2813)",33.9983,-118.2813
ROBBERY,"(34.0011, -118.2815)",34.0011,-118.2815
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9992, -118.2827)",33.9992,-118.2827
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9997, -118.2871)",33.9997,-118.2871
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9791, -118.4669)",33.9791,-118.4669
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9798, -118.4656)",33.9798,-118.4656
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9803, -118.4648)",33.9803,-118.4648
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9737, -118.3112)",33.9737,-118.3112
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.966, -118.2783)",33.966,-118.2783
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9651, -118.2783)",33.9651,-118.2783
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1938, -118.4702)",34.1938,-118.4702
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.183, -118.4662)",34.183,-118.4662
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.777, -118.2635)",33.777,-118.2635
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1053, -118.331)",34.1053,-118.331
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0928, -118.3092)",34.0928,-118.3092
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0294, -118.3881)",34.0294,-118.3881
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0294, -118.3881)",34.0294,-118.3881
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0587, -118.2916)",34.0587,-118.2916
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1847, -118.5441)",34.1847,-118.5441
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1847, -118.5441)",34.1847,-118.5441
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0956, -118.2918)",34.0956,-118.2918
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1012, -118.2918)",34.1012,-118.2918
ROBBERY,"(34.0981, -118.3005)",34.0981,-118.3005
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1012, -118.2918)",34.1012,-118.2918
ROBBERY,"(34.0986, -118.2962)",34.0986,-118.2962
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0986, -118.2962)",34.0986,-118.2962
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1012, -118.2918)",34.1012,-118.2918
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0385, -118.5556)",34.0385,-118.5556
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.069, -118.3091)",34.069,-118.3091
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9661, -118.2849)",33.9661,-118.2849
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9555, -118.2871)",33.9555,-118.2871
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.958, -118.2869)",33.958,-118.2869
CRIMINAL HOMICIDE,"(33.9565, -118.2904)",33.9565,-118.2904
ROBBERY,"(33.9555, -118.2871)",33.9555,-118.2871
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9551, -118.2869)",33.9551,-118.2869
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0763, -118.3004)",34.0763,-118.3004
ROBBERY,"(33.9456, -118.2652)",33.9456,-118.2652
ROBBERY,"(34.1776, -118.3855)",34.1776,-118.3855
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1794, -118.3821)",34.1794,-118.3821
ROBBERY,"(34.178, -118.3825)",34.178,-118.3825
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1794, -118.3834)",34.1794,-118.3834
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0109, -118.3089)",34.0109,-118.3089
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0155, -118.3013)",34.0155,-118.3013
ROBBERY,"(34.0145, -118.3045)",34.0145,-118.3045
ROBBERY,"(34.0109, -118.3089)",34.0109,-118.3089
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9455, -118.2869)",33.9455,-118.2869
"RAPE, FORCIBLE","(33.9431, -118.2848)",33.9431,-118.2848
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9455, -118.2848)",33.9455,-118.2848
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0091, -118.2506)",34.0091,-118.2506
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0113, -118.2493)",34.0113,-118.2493
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0674, -118.2929)",34.0674,-118.2929
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0674, -118.2929)",34.0674,-118.2929
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0039, -118.2565)",34.0039,-118.2565
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0039, -118.2652)",34.0039,-118.2652
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0039, -118.2565)",34.0039,-118.2565
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0039, -118.2565)",34.0039,-118.2565
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.3227, -118.45)",34.3227,-118.45
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2688, -118.4559)",34.2688,-118.4559
ROBBERY,"(34.0671, -118.2713)",34.0671,-118.2713
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0726, -118.2447)",34.0726,-118.2447
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0752, -118.2276)",34.0752,-118.2276
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0523, -118.2722)",34.0523,-118.2722
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0523, -118.2722)",34.0523,-118.2722
ROBBERY,"(34.0531, -118.2738)",34.0531,-118.2738
"RAPE, FORCIBLE","(34.1867, -118.3648)",34.1867,-118.3648
ROBBERY,"(34.194, -118.3681)",34.194,-118.3681
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0484, -118.45)",34.0484,-118.45
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0508, -118.4592)",34.0508,-118.4592
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.143, -118.3727)",34.143,-118.3727
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1394, -118.3675)",34.1394,-118.3675
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9924, -118.2772)",33.9924,-118.2772
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2012, -118.3725)",34.2012,-118.3725
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0667, -118.2703)",34.0667,-118.2703
ROBBERY,"(34.0667, -118.2703)",34.0667,-118.2703
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0667, -118.2703)",34.0667,-118.2703
ROBBERY,"(34.0326, -118.335)",34.0326,-118.335
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0579, -118.2711)",34.0579,-118.2711
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0579, -118.2711)",34.0579,-118.2711
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2646, -118.4761)",34.2646,-118.4761
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2647, -118.4859)",34.2647,-118.4859
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2574, -118.4739)",34.2574,-118.4739
ROBBERY,"(34.1016, -118.3333)",34.1016,-118.3333
ROBBERY,"(34.1016, -118.3333)",34.1016,-118.3333
ROBBERY,"(34.1032, -118.3333)",34.1032,-118.3333
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1016, -118.331)",34.1016,-118.331
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1721, -118.4662)",34.1721,-118.4662
ROBBERY,"(34.0477, -118.4581)",34.0477,-118.4581
ROBBERY,"(33.7948, -118.2999)",33.7948,-118.2999
"RAPE, FORCIBLE","(33.7899, -118.2975)",33.7899,-118.2975
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.7899, -118.2975)",33.7899,-118.2975
ROBBERY,"(33.7899, -118.2975)",33.7899,-118.2975
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1613, -118.4917)",34.1613,-118.4917
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.3086, -118.4317)",34.3086,-118.4317
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9843, -118.2674)",33.9843,-118.2674
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0853, -118.3299)",34.0853,-118.3299
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1408, -118.379)",34.1408,-118.379
CRIMINAL HOMICIDE,"(34.1119, -118.2665)",34.1119,-118.2665
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0736, -118.2156)",34.0736,-118.2156
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.098, -118.3332)",34.098,-118.3332
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.098, -118.3267)",34.098,-118.3267
ROBBERY,"(34.1006, -118.3417)",34.1006,-118.3417
ROBBERY,"(34.1016, -118.3387)",34.1016,-118.3387
