CRIME CODE DESCRIPTION,LOCATION ,LATITUDE,LONGITUDE
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1016, -118.3387)",34.1016,-118.3387
ROBBERY,"(34.023, -118.3283)",34.023,-118.3283
ROBBERY,"(34.0261, -118.2773)",34.0261,-118.2773
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1721, -118.4463)",34.1721,-118.4463
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1721, -118.4463)",34.1721,-118.4463
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2427, -118.4502)",34.2427,-118.4502
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2482, -118.4032)",34.2482,-118.4032
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1993, -118.599)",34.1993,-118.599
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1956, -118.5955)",34.1956,-118.5955
"RAPE, FORCIBLE","(34.0944, -118.331)",34.0944,-118.331
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.996, -118.3002)",33.996,-118.3002
ROBBERY,"(34.1973, -118.4116)",34.1973,-118.4116
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2841, -118.5021)",34.2841,-118.5021
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9443, -118.2483)",33.9443,-118.2483
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2429, -118.4828)",34.2429,-118.4828
ROBBERY,"(34.2356, -118.4763)",34.2356,-118.4763
ROBBERY,"(34.0036, -118.3319)",34.0036,-118.3319
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0579, -118.1968)",34.0579,-118.1968
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2719, -118.4178)",34.2719,-118.4178
BURGLARY,"(34.2765, -118.4224)",34.2765,-118.4224
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0462, -118.2153)",34.0462,-118.2153
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0462, -118.2153)",34.0462,-118.2153
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9128, -118.2869)",33.9128,-118.2869
ROBBERY,"(34.2427, -118.4702)",34.2427,-118.4702
ROBBERY,"(34.2428, -118.4675)",34.2428,-118.4675
ROBBERY,"(34.2427, -118.4702)",34.2427,-118.4702
ROBBERY,"(33.9295, -118.2391)",33.9295,-118.2391
ROBBERY,"(33.9362, -118.2393)",33.9362,-118.2393
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9432, -118.2435)",33.9432,-118.2435
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9295, -118.2462)",33.9295,-118.2462
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0889, -118.3404)",34.0889,-118.3404
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0871, -118.3428)",34.0871,-118.3428
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0871, -118.3428)",34.0871,-118.3428
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0871, -118.3428)",34.0871,-118.3428
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2211, -118.3712)",34.2211,-118.3712
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2175, -118.3703)",34.2175,-118.3703
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2225, -118.3764)",34.2225,-118.3764
CRIMINAL HOMICIDE,"(34.2226, -118.3713)",34.2226,-118.3713
ROBBERY,"(34.0282, -118.372)",34.0282,-118.372
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2627, -118.4347)",34.2627,-118.4347
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0737, -118.2117)",34.0737,-118.2117
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2246, -118.5361)",34.2246,-118.5361
"RAPE, FORCIBLE","(33.9428, -118.2781)",33.9428,-118.2781
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9438, -118.2762)",33.9438,-118.2762
"RAPE, FORCIBLE","(33.9428, -118.2781)",33.9428,-118.2781
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9511, -118.2717)",33.9511,-118.2717
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.081, -118.178)",34.081,-118.178
ROBBERY,"(33.7289, -118.2846)",33.7289,-118.2846
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0198, -118.2624)",34.0198,-118.2624
BURGLARY,"(34.0146, -118.2634)",34.0146,-118.2634
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0479, -118.3447)",34.0479,-118.3447
CRIMINAL HOMICIDE,"(34.2265, -118.4565)",34.2265,-118.4565
CRIMINAL HOMICIDE,"(34.1017, -118.3174)",34.1017,-118.3174
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0998, -118.3211)",34.0998,-118.3211
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0015, -118.4562)",34.0015,-118.4562
"RAPE, FORCIBLE","(34.2012, -118.4487)",34.2012,-118.4487
ROBBERY,"(34.0566, -118.2528)",34.0566,-118.2528
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2867, -118.4852)",34.2867,-118.4852
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0374, -118.374)",34.0374,-118.374
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0907, -118.3299)",34.0907,-118.3299
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0907, -118.3299)",34.0907,-118.3299
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0907, -118.3299)",34.0907,-118.3299
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0037, -118.3045)",34.0037,-118.3045
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0019, -118.3002)",34.0019,-118.3002
ROBBERY,"(34.0006, -118.2959)",34.0006,-118.2959
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0007, -118.2964)",34.0007,-118.2964
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1937, -118.3748)",34.1937,-118.3748
ROBBERY,"(34.194, -118.3746)",34.194,-118.3746
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9643, -118.3864)",33.9643,-118.3864
ROBBERY,"(34.201, -118.5797)",34.201,-118.5797
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0677, -118.2821)",34.0677,-118.2821
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.203, -118.4662)",34.203,-118.4662
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2022, -118.4662)",34.2022,-118.4662
ROBBERY,"(34.2085, -118.4662)",34.2085,-118.4662
ROBBERY,"(34.2104, -118.4267)",34.2104,-118.4267
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2217, -118.427)",34.2217,-118.427
"RAPE, FORCIBLE","(34.0282, -118.276)",34.0282,-118.276
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0276, -118.2747)",34.0276,-118.2747
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0282, -118.276)",34.0282,-118.276
"RAPE, FORCIBLE","(34.0836, -118.2928)",34.0836,-118.2928
ROBBERY,"(34.0836, -118.2967)",34.0836,-118.2967
ROBBERY,"(34.0858, -118.296)",34.0858,-118.296
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.088, -118.297)",34.088,-118.297
ROBBERY,"(34.2523, -118.4576)",34.2523,-118.4576
ROBBERY,"(33.9329, -118.2826)",33.9329,-118.2826
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0412, -118.3563)",34.0412,-118.3563
ROBBERY,"(34.0183, -118.3556)",34.0183,-118.3556
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0217, -118.3725)",34.0217,-118.3725
CRIMINAL HOMICIDE,"(34.1722, -118.3987)",34.1722,-118.3987
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0882, -118.2646)",34.0882,-118.2646
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0418, -118.3134)",34.0418,-118.3134
ROBBERY,"(34.0418, -118.3177)",34.0418,-118.3177
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1131, -118.1894)",34.1131,-118.1894
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2036, -118.3833)",34.2036,-118.3833
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1024, -118.2546)",34.1024,-118.2546
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9987, -118.2915)",33.9987,-118.2915
"RAPE, FORCIBLE","(34.0064, -118.29)",34.0064,-118.29
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0037, -118.2915)",34.0037,-118.2915
ROBBERY,"(34.0778, -118.2801)",34.0778,-118.2801
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0726, -118.2749)",34.0726,-118.2749
"RAPE, FORCIBLE","(34.1811, -118.3867)",34.1811,-118.3867
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.061, -118.2615)",34.061,-118.2615
"RAPE, FORCIBLE","(34.0646, -118.2656)",34.0646,-118.2656
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1374, -118.1897)",34.1374,-118.1897
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1439, -118.1955)",34.1439,-118.1955
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0761, -118.3614)",34.0761,-118.3614
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0761, -118.3614)",34.0761,-118.3614
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.095, -118.2275)",34.095,-118.2275
ROBBERY,"(34.0577, -118.3009)",34.0577,-118.3009
CRIMINAL HOMICIDE,"(34.0195, -118.3452)",34.0195,-118.3452
ROBBERY,"(33.9237, -118.2586)",33.9237,-118.2586
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1155, -118.1843)",34.1155,-118.1843
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9933, -118.2871)",33.9933,-118.2871
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1763, -118.536)",34.1763,-118.536
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0046, -118.3138)",34.0046,-118.3138
ROBBERY,"(34.0536, -118.3773)",34.0536,-118.3773
"RAPE, FORCIBLE","(34.1221, -118.2188)",34.1221,-118.2188
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0557, -118.2645)",34.0557,-118.2645
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0073, -118.3002)",34.0073,-118.3002
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0073, -118.298)",34.0073,-118.298
ROBBERY,"(34.2252, -118.3805)",34.2252,-118.3805
"RAPE, FORCIBLE","(34.2247, -118.3686)",34.2247,-118.3686
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.7243, -118.2963)",33.7243,-118.2963
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0544, -118.4656)",34.0544,-118.4656
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.034, -118.4344)",34.034,-118.4344
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9582, -118.309)",33.9582,-118.309
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2428, -118.5754)",34.2428,-118.5754
ROBBERY,"(34.0121, -118.3423)",34.0121,-118.3423
ROBBERY,"(34.2685, -118.4152)",34.2685,-118.4152
ROBBERY,"(34.174, -118.4095)",34.174,-118.4095
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0835, -118.3416)",34.0835,-118.3416
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2332, -118.5829)",34.2332,-118.5829
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1694, -118.5974)",34.1694,-118.5974
ROBBERY,"(34.174, -118.5888)",34.174,-118.5888
"RAPE, FORCIBLE","(34.1733, -118.5974)",34.1733,-118.5974
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2648, -118.4385)",34.2648,-118.4385
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2648, -118.4385)",34.2648,-118.4385
ROBBERY,"(33.9805, -118.439)",33.9805,-118.439
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.198, -118.4216)",34.198,-118.4216
ROBBERY,"(33.7334, -118.2968)",33.7334,-118.2968
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0554, -118.4418)",34.0554,-118.4418
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0541, -118.4407)",34.0541,-118.4407
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9237, -118.2826)",33.9237,-118.2826
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2386, -118.4464)",34.2386,-118.4464
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9573, -118.3962)",33.9573,-118.3962
ROBBERY,"(34.1478, -118.6012)",34.1478,-118.6012
ROBBERY,"(34.2518, -118.5988)",34.2518,-118.5988
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.076, -118.2737)",34.076,-118.2737
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0554, -118.4266)",34.0554,-118.4266
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0276, -118.437)",34.0276,-118.437
ROBBERY,"(33.7951, -118.27)",33.7951,-118.27
ROBBERY,"(33.7929, -118.272)",33.7929,-118.272
ROBBERY,"(34.0092, -118.2565)",34.0092,-118.2565
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2095, -118.4309)",34.2095,-118.4309
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2778, -118.4277)",34.2778,-118.4277
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2688, -118.4354)",34.2688,-118.4354
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2685, -118.4364)",34.2685,-118.4364
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0814, -118.2962)",34.0814,-118.2962
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0818, -118.2941)",34.0818,-118.2941
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2011, -118.5863)",34.2011,-118.5863
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2215, -118.4516)",34.2215,-118.4516
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0037, -118.3182)",34.0037,-118.3182
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9785, -118.2937)",33.9785,-118.2937
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0347, -118.309)",34.0347,-118.309
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0767, -118.2844)",34.0767,-118.2844
ROBBERY,"(34.1936, -118.4166)",34.1936,-118.4166
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2541, -118.4024)",34.2541,-118.4024
ROBBERY,"(34.0617, -118.3166)",34.0617,-118.3166
ROBBERY,"(34.0073, -118.2784)",34.0073,-118.2784
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.931, -118.2916)",33.931,-118.2916
ROBBERY,"(34.2156, -118.5975)",34.2156,-118.5975
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2724, -118.3243)",34.2724,-118.3243
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2724, -118.3243)",34.2724,-118.3243
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2724, -118.3243)",34.2724,-118.3243
ROBBERY,"(33.9897, -118.2915)",33.9897,-118.2915
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9897, -118.3002)",33.9897,-118.3002
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9932, -118.2915)",33.9932,-118.2915
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0473, -118.2827)",34.0473,-118.2827
"RAPE, FORCIBLE","(33.9747, -118.2827)",33.9747,-118.2827
"RAPE, FORCIBLE","(34.1667, -118.5308)",34.1667,-118.5308
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9966, -118.2696)",33.9966,-118.2696
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0178, -118.2553)",34.0178,-118.2553
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0204, -118.4039)",34.0204,-118.4039
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1903, -118.4399)",34.1903,-118.4399
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0712, -118.2991)",34.0712,-118.2991
ROBBERY,"(34.0521, -118.3864)",34.0521,-118.3864
ROBBERY,"(34.0425, -118.3818)",34.0425,-118.3818
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1769, -118.5384)",34.1769,-118.5384
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2255, -118.5492)",34.2255,-118.5492
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1727, -118.5535)",34.1727,-118.5535
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1849, -118.4095)",34.1849,-118.4095
ROBBERY,"(34.0413, -118.2829)",34.0413,-118.2829
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9348, -118.2784)",33.9348,-118.2784
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.025, -118.3551)",34.025,-118.3551
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0623, -118.344)",34.0623,-118.344
"RAPE, FORCIBLE","(34.07, -118.1998)",34.07,-118.1998
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0632, -118.2408)",34.0632,-118.2408
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1501, -118.4225)",34.1501,-118.4225
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1501, -118.4225)",34.1501,-118.4225
ROBBERY,"(34.0526, -118.3063)",34.0526,-118.3063
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9922, -118.2521)",33.9922,-118.2521
ROBBERY,"(33.9922, -118.2521)",33.9922,-118.2521
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.017, -118.3477)",34.017,-118.3477
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9862, -118.3002)",33.9862,-118.3002
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2158, -118.4087)",34.2158,-118.4087
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1996, -118.4487)",34.1996,-118.4487
ROBBERY,"(34.0446, -118.2769)",34.0446,-118.2769
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0521, -118.4729)",34.0521,-118.4729
ROBBERY,"(34.0352, -118.284)",34.0352,-118.284
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.0932, -118.2939)",34.0932,-118.2939
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2604, -118.419)",34.2604,-118.419
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1207, -118.2641)",34.1207,-118.2641
ROBBERY,"(34.2428, -118.5361)",34.2428,-118.5361
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(33.9607, -118.42)",33.9607,-118.42
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2176, -118.6017)",34.2176,-118.6017
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.2085, -118.3703)",34.2085,-118.3703
"RAPE, FORCIBLE","(34.1082, -118.274)",34.1082,-118.274
ROBBERY,"(33.9747, -118.4243)",33.9747,-118.4243
ROBBERY,"(34.0945, -118.2085)",34.0945,-118.2085
"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","(34.1684, -118.4586)",34.1684,-118.4586
ROBBERY,"(34.0981, -118.3561)",34.0981,-118.3561
